"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
564	"literature"	"Esophagus"	"KIT, ANO1, PRKCQ, EDN3, ETV1"	"Interstitial Cell of Cajal (ICC)"	"stromal cell"	"interstitial cell of Cajal"	"CL:0002088"	" ETV1,KIT, PRKCQ, ANO1, EDN3"	"Interstitial cell of Cajal"	"CL:0002088"	"interstitial cell of Cajal"	" PRKCQ, ANO1,KIT, EDN3"	"Interstitial cell of Cajal"	"CL:0002088"	"interstitial cell of Cajal"	" PRKCQ, EDN3, ETV1"	"Enteric neuron"	"CL:0007011"	"enteric neuron"	"KIT, PRKCQ"	"Interstitial cell of Cajal"	"CL:0002088"	"interstitial cell of Cajal"	" EDN3"	"Melanocyte"	"CL:0000148"	"melanocyte"	"stromal cell"	1	"neuron"	0	"stromal cell"	1	"melanocyte"	0	"stromal cell"	1
565	"literature"	"Esophagus"	"FLT4, MMRN1, CCL21, PROX1, LYVE1"	"Lymphatic Endothelial"	"endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	" MMRN1,FLT4, PROX1, CCL21, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"FLT4, PROX1, LYVE1, MMRN1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" LYVE1,FLT4, MMRN1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" LYVE1, PROX1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" CCL21"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
566	"literature"	"Esophagus"	"MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68"	"Macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	" SLC11A1, MRC1, CSF1R, MSR1,MS4A4A, MR1, CD36, CD163, MS4A6A, CD68, CD74, LYZ, PTPRC, LYVE1, MERTK, RBPJ, C1QA, CPM, MS4A6A"	"Macrophage"	"CL:0000235"	"macrophage"	" MS4A6A, CD163, CD74, PTPRC, MS4A6A, CSF1R, MRC1, MR1, SLC11A1,MS4A4A, MERTK, CD36, LYZ, CD68, C1QA"	"Macrophage"	"CL:0000235"	"macrophage"	" CPM, C1QA, MS4A6A, MR1, MSR1, CD68, CD163, MERTK, SLC11A1, CD74, LYZ"	"Macrophage"	"CL:0000235"	"macrophage"	" MS4A6A,MS4A4A, CSF1R, LYZ, PTPRC, MERTK, MSR1, SLC11A1"	"Macrophage"	"CL:0000235"	"macrophage"	" CD163, CD36, MR1, MSR1"	"Macrophage"	"CL:0000235"	"macrophage"	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1
567	"literature"	"Esophagus"	"TPSAB1, FCER1A, TPSB2, KIT, CD69, HDC"	"Mast Cell"	"mast cell"	"mast cell"	"CL:0000097"	" TPSB2, FCER1A, KIT, HDC, CD69,TPSAB1"	"Mast cell"	"CL:0000097"	"mast cell"	" CD69, TPSB2,TPSAB1, KIT, HDC"	"Mast cell"	"CL:0000097"	"mast cell"	" FCER1A,TPSAB1, CD69, TPSB2"	"Mast cell"	"CL:0000097"	"mast cell"	" HDC,TPSAB1"	"Mast cell"	"CL:0000097"	"mast cell"	" HDC"	"Mast cell"	"CL:0000097"	"mast cell"	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1
568	"literature"	"Esophagus"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1"	"Smooth Muscle"	"muscle cell"	"smooth muscle cell"	"CL:0000192"	" ACTN1, MYH11, PALLD, ACTA2, ACTG2,CNN1, DES, TAGLN, MYL9"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" ACTG2, ACTN1, MYL9, PALLD,CNN1, MYH11, DES"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CNN1, ACTA2, MYL9, ACTN1, DES"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" MYH11, TAGLN, MYL9, ACTG2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" DES,CNN1"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
569	"literature"	"Esophagus"	"NCCRP1, CRNN, CD46, MUC4, MUC1"	"Squamous Epithelia"	"epithelial cell"	"squamous epithelial cell"	"CL:0000076"	" MUC4,NCCRP1, MUC1, CD46, CRNN"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1, MUC4, CD46, MUC1"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	" MUC1, CD46,NCCRP1"	"Goblet cell"	"CL:0000160"	"goblet cell"	"NCCRP1, CRNN"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1"	"Ionocyte"	"CL:0005006"	"ionocyte"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	1	"epithelial cell"	0.5	"epithelial cell"	1
570	"literature"	"Esophagus"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"t/nk cell"	"T cell"	"CL:0000084"	" SKAP1, TRAC, THEMIS, CD3G,CD96, PTPRC, CD3D, NKG7, TRBC1, CD69, CD3E, IL7R, CD247"	"T cell"	"CL:0000084"	"T cell"	" THEMIS, CD3E, NKG7, CD69, TRBC1, PTPRC, CD3G, CD247, TRAC, SKAP1"	"T cell"	"CL:0000084"	"T cell"	" CD3G, SKAP1, CD3E, NKG7, CD3D, CD247, IL7R, THEMIS"	"T cell"	"CL:0000084"	"T cell"	" CD3D, CD247, NKG7,CD96, TRAC"	"T cell"	"CL:0000084"	"T cell"	" IL7R, CD3D, CD3G"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
571	"literature"	"Esophagus"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5"	"Vascular Endothelial"	"endothelial cell"	"endothelial cell of vascular tree"	"CL:0002139"	" CDH5, EGFL7, CLDN5, VWF, PTPRB,PECAM1"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" VWF, EGFL7, CDH5, CLDN5, PTPRB"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" CDH5,PECAM1, CLDN5, VWF"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" VWF, CDH5"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" CDH5"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
572	"literature"	"Heart"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG"	"Adipocyte"	"stromal cell"	"fat cell"	"CL:0000136"	" PPARG, PLIN2,G0S2, ACSL1, GHR, PLIN1, EBF1, ADIPOQ, LPIN1, FOXO1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" PLIN1,G0S2, EBF1, ADIPOQ, GHR, PLIN2, PPARG, FOXO1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1,G0S2, ACSL1, PLIN1, PLIN2, ADIPOQ"	"Adipocyte"	"CL:0000136"	"adipocyte"	" FOXO1, GHR, LPIN1,G0S2"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1, PPARG"	"Adipocyte"	"CL:0000136"	"adipocyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
573	"literature"	"Heart"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c"	"B cell_memory"	"B cell"	"memory B cell"	"CL:0000787"	" CR2, CD1c, CXCR3,MS4A1, CD24, FAS"	"B cell"	"CL:0000236"	"B cell"	" CXCR3, FAS, CR2, CD1c, CD24"	"B cell"	"CL:0000236"	"B cell"	" CD1c, CXCR3, FAS, CR2"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CR2, CXCR3"	"B cell"	"CL:0000236"	"B cell"	"MS4A1"	"B cell"	"CL:0000236"	"B cell"	"B cell"	1	"myeloid cell"	0	"B cell"	1	"B cell"	1	"B cell"	1
574	"literature"	"Heart"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM"	"Fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	" COL6A6, COL18A1, VIM,PDGFRA, SLIT2, FBLN1, FBN1, DCN, COL1A1, VIM, DDR2, COL6A3, COL6A1, COL5A2, DDR2, NEGR1, COL3A1, COL5A1, CCN2, IL6, HGF, IGFBP3, IGFBP5, COL6A2, COL4A1, FN1, COL1A2, IL33"	"Fibroblast"	"CL:0000057"	"fibroblast"	" DDR2, FBN1, COL4A1, HGF, COL1A2, IGFBP5, DCN, FN1, SLIT2, NEGR1, FBLN1, CCN2, COL6A6, COL6A3,PDGFRA, COL1A1, VIM, IL33, VIM, COL6A1, COL18A1, DDR2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL4A1, SLIT2, DDR2, COL18A1, HGF, DDR2, COL6A6, COL6A3, COL6A2, COL1A1, VIM, COL5A2, IGFBP3,PDGFRA, IL6, COL6A1, COL3A1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL4A1, NEGR1, COL6A2, IGFBP5,PDGFRA, COL6A1, IL33, COL1A2, FBLN1, DDR2, DDR2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" SLIT2, DDR2, COL6A1, COL5A2, FBLN1, COL6A6"	"Fibroblast"	"CL:0000057"	"fibroblast"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
575	"literature"	"Heart"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1"	"Lymphatic Endothelial"	"endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	" RELN, FLT4, PROX1, CCL21,MMRN1, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" RELN, PROX1, CCL21,MMRN1, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" PROX1, LYVE1, FLT4, RELN"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"MMRN1, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" CCL21"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
576	"literature"	"Heart"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68"	"Macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	" C1QA, MRC1, MS4A6A, CD36, LYVE1, MS4A4A, CPM, MS4A6A, CD163, MSR1, RBPJ, MR1, SLC11A1, CSF1R, CD68, CD163, MERTK, LYZ, CD74, PTPRC,FCGR1A"	"Macrophage"	"CL:0000235"	"macrophage"	" C1QA, LYZ, PTPRC,FCGR1A, CD74, CD36, MSR1, LYVE1, MRC1, MS4A4A, CSF1R, SLC11A1, MS4A6A, CD68, MR1, MERTK, CD163"	"Macrophage"	"CL:0000235"	"macrophage"	" CPM, CD163, MR1, LYZ, SLC11A1, PTPRC, CD163, MSR1, LYVE1, CD68, C1QA,FCGR1A, MERTK"	"Macrophage"	"CL:0000235"	"macrophage"	" MS4A6A,FCGR1A, CD68, MR1, CD36, MERTK, RBPJ, LYVE1"	"Macrophage"	"CL:0000235"	"macrophage"	"FCGR1A, LYZ, CD68, CD36"	"Macrophage"	"CL:0000235"	"macrophage"	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1
577	"literature"	"Heart"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC"	"Mast Cell"	"mast cell"	"mast cell"	"CL:0000097"	"KIT, TPSB2, FCER1A, CD69, TPSAB1, HDC"	"Mast cell"	"CL:0000097"	"mast cell"	" CD69,KIT, HDC, TPSB2, TPSAB1"	"Mast cell"	"CL:0000097"	"mast cell"	"KIT, HDC, TPSB2, TPSAB1"	"Mast cell"	"CL:0000097"	"mast cell"	"KIT, CD69"	"Mast cell"	"CL:0000097"	"mast cell"	" TPSB2"	"Mast cell"	"CL:0000097"	"mast cell"	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1
578	"literature"	"Heart"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4"	"Pericyte"	"stromal cell"	"pericyte"	"CL:0000669"	" ACTA2,ACTA2, DES, ANPEP, PDGFRB, MCAM, MYO1B, CSPG4"	"Pericyte"	"CL:0000669"	"pericyte"	" CSPG4, DES,ACTA2, MYO1B, PDGFRB, ACTA2"	"Pericyte"	"CL:0000669"	"pericyte"	" MYO1B, CSPG4, PDGFRB, ACTA2, MCAM"	"Pericyte"	"CL:0000669"	"pericyte"	" DES, MYO1B, ANPEP"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" ANPEP, MCAM"	"Pericyte"	"CL:0000669"	"pericyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	0.5	"stromal cell"	1	"stromal cell"	1
579	"literature"	"Heart"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES"	"Smooth Muscle"	"muscle cell"	"smooth muscle cell"	"CL:0000192"	" GUCY1A3, MYOCD, ACTG2, ACTA2, DES, MYH11,MYH11, GUCY1B3, PALLD, SMTN, VCL, CNN1, ACTN1, MYL9, ACTA2, TAGLN, TAGLN"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" ACTA2, ACTG2, SMTN, MYH11, TAGLN,MYH11, DES, TAGLN, GUCY1A3, CNN1, GUCY1B3, VCL, MYOCD, PALLD"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" VCL, ACTG2, GUCY1A3,MYH11, GUCY1B3, TAGLN, TAGLN, MYL9, PALLD, ACTA2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"MYH11, GUCY1B3, VCL, PALLD, TAGLN, ACTN1, DES"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" PALLD,MYH11, VCL"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
580	"literature"	"Heart"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"t/nk cell"	"T cell"	"CL:0000084"	" TRAC, NKG7, CD96, CD3E, PTPRC, IL7R, CD247, CD3D, SKAP1, THEMIS, CD3G, TRBC1,CD3E, CD69"	"T cell"	"CL:0000084"	"T cell"	" IL7R, NKG7, SKAP1, CD3D, CD3G, CD247, PTPRC, TRBC1,CD3E, CD69, TRAC"	"T cell"	"CL:0000084"	"T cell"	" IL7R, CD69, TRAC, CD3E, CD247, PTPRC, CD3D, CD96"	"T cell"	"CL:0000084"	"T cell"	" CD3D, CD3E, TRAC,CD3E, CD3G, PTPRC"	"T cell"	"CL:0000084"	"T cell"	" CD96, CD3G, SKAP1"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
581	"literature"	"Heart"	"PECAM1, VWF, PTPRB, EGFL7, PECAM1, RAMP3, CD300LG, BACE2, EPHB4, NOSTRIN, LDB2, PTPRB, CLDN5"	"Vascular Endothelial"	"endothelial cell"	"endothelial cell of vascular tree"	"CL:0002139"	" PECAM1, CLDN5, EPHB4, VWF,PECAM1, PTPRB, BACE2, PTPRB, EGFL7, CD300LG, NOSTRIN, RAMP3, LDB2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" PTPRB, RAMP3, CD300LG, NOSTRIN, VWF, PTPRB, CLDN5, EGFL7, LDB2, PECAM1"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" BACE2, PTPRB,PECAM1, CLDN5, EGFL7, PECAM1, EPHB4, NOSTRIN"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" PTPRB, PTPRB, NOSTRIN, PECAM1, RAMP3"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" PTPRB, LDB2, VWF"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
582	"literature"	"Heart"	"MYH7, MYL2, TNNT2, TNNC2, RYR2, ACTC1, TPM1, NPPB, NPPA, MYBPC3, NEBL, MB, TTN, MYOM1, TNNI3, DES"	"Ventricular Myocyte"	"muscle cell"	NA	NA	" MB, NEBL, TNNC2, MYL2, DES, TPM1, TNNT2, ACTC1,MYH7, RYR2, NPPA, TNNI3, MYBPC3, TTN, NPPB, MYOM1"	"Cardiomyocyte"	"CL:0002495"	"fetal cardiomyocyte"	" NPPB, MB, MYOM1, TNNI3, NEBL, TTN,MYH7, DES, MYL2, RYR2, MYBPC3, TNNT2, ACTC1"	"Cardiomyocyte"	"CL:0002495"	"fetal cardiomyocyte"	" NEBL, TPM1, MB, TTN,MYH7, ACTC1, DES, RYR2, NPPA, NPPB"	"Cardiomyocyte"	"CL:0002495"	"fetal cardiomyocyte"	" MYL2, MYBPC3, RYR2, NPPA, NPPB, NEBL"	"Cardiomyocyte"	"CL:0002495"	"fetal cardiomyocyte"	" TNNI3, NPPB, NPPA"	"Cardiomyocyte"	"CL:0002495"	"fetal cardiomyocyte"	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1
583	"literature"	"Lung"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG"	"Adipocyte"	"stromal cell"	"fat cell"	"CL:0000136"	"G0S2, GHR, ACSL1, LPIN1, PLIN2, FOXO1, PLIN1, EBF1, ADIPOQ, PPARG"	"Adipocyte"	"CL:0000136"	"adipocyte"	" PLIN2, ACSL1, GHR, PLIN1, ADIPOQ, FOXO1, PPARG, LPIN1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" PLIN2, ACSL1, GHR, ADIPOQ, PLIN1, FOXO1"	"adipocyte"	"CL:0000136"	"adipocyte"	" PLIN2, GHR, PPARG, ACSL1"	"Lipofibroblast"	"CL:4028004"	"alveolar type 1 fibroblast cell"	" ADIPOQ, EBF1"	"Adipocytes"	"CL:0002092"	"bone marrow cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	0.5	"adipocyte"	1	"stromal cell"	1
584	"literature"	"Lung"	"AGER, PDPN, HOPX, EMP2, CAV1"	"Alveolar Type I"	"epithelial cell"	"type I pneumocyte"	"CL:0002062"	" EMP2,AGER, PDPN, CAV1, HOPX"	"Alveolar Type I cell"	"CL:0002062"	"pulmonary alveolar type 1 cell"	"AGER, PDPN, EMP2, HOPX"	"Alveolar Type I cell"	"CL:0002062"	"pulmonary alveolar type 1 cell"	" EMP2, CAV1,AGER"	"alveolar type I cell"	"CL:0002062"	"pulmonary alveolar type 1 cell"	"AGER, PDPN"	"Alveolar type I cell"	"CL:0002062"	"pulmonary alveolar type 1 cell"	" CAV1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"endothelial cell"	0	"epithelial cell"	1
585	"literature"	"Lung"	"SFTPB, SFTPC, LAMP3, SLC34A2, NKX2-1"	"Alveolar Type II"	"epithelial cell"	"type II pneumocyte"	"CL:0002063"	" SLC34A2, NKX2-1,SFTPB, SFTPC, LAMP3"	"Alveolar Type II cell"	"CL:0002063"	"pulmonary alveolar type 2 cell"	" NKX2-1, SLC34A2,SFTPB, SFTPC"	"Alveolar Type II cell"	"CL:0002063"	"pulmonary alveolar type 2 cell"	"SFTPB, SFTPC, NKX2-1"	"alveolar type II cell"	"CL:0002063"	"pulmonary alveolar type 2 cell"	" SFTPC,SFTPB"	"Alveolar type II cell"	"CL:0002063"	"pulmonary alveolar type 2 cell"	" LAMP3"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"myeloid cell"	0	"epithelial cell"	1
586	"literature"	"Lung"	"CR2, CD24, FAS, CXCR3, CD1c"	"B cell_memory"	"B cell"	"memory B cell"	"CL:0000787"	"CR2, CXCR3, CD24, CD1c, FAS"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CD24, CXCR3,CR2, FAS"	"B cell"	"CL:0000236"	"B cell"	" FAS, CD24,CR2"	"B cell"	"CL:0000236"	"B cell"	" CD1c, CD24"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	"CR2"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1	"B cell"	1	"myeloid cell"	0	"b cell"	1	"myeloid cell"	0
587	"literature"	"Lung"	"FOXJ1, TUBA1A, CDHR3, HYDIN, FAM92B, DNAH5, DNAI2, DNAI1"	"Ciliated Epithelial"	"myeloid cell"	"ciliated epithelial cell"	"CL:0000067"	" DNAI2,FOXJ1, HYDIN, DNAH5, FAM92B, CDHR3, TUBA1A, DNAI1"	"Ciliated cell"	"CL:0000064"	"ciliated cell"	" FAM92B, DNAI2,FOXJ1, TUBA1A, DNAH5, DNAI1"	"Ciliated cell"	"CL:0000064"	"ciliated cell"	" HYDIN, CDHR3, DNAI1, FAM92B, TUBA1A"	"ciliated cell"	"CL:0000064"	"ciliated cell"	" HYDIN, DNAI2, DNAI1"	"Ciliated cell"	"CL:0000064"	"ciliated cell"	" HYDIN, CDHR3"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
588	"literature"	"Lung"	"BPIFA1, SCGB1A1, SCGB3A1, SCGB3A2, MUC5B, SLPI, CYP2F2"	"Club Epithelial"	"epithelial cell"	"club cell"	"CL:0000158"	" SCGB3A1, SLPI, SCGB1A1, SCGB3A2,BPIFA1, CYP2F2, MUC5B"	"Club cell"	"CL:0000158"	"club cell"	" SLPI, CYP2F2,BPIFA1, MUC5B, SCGB3A2, SCGB1A1"	"Club cell"	"CL:0000158"	"club cell"	"BPIFA1, SCGB1A1, SCGB3A1, CYP2F2"	"club cell"	"CL:0000158"	"club cell"	" CYP2F2, MUC5B, SCGB3A2"	"Club cell"	"CL:0000158"	"club cell"	"BPIFA1"	"Club cells"	"CL:0000158"	"club cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
589	"literature"	"Lung"	"COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM"	"Fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	" COL5A1, COL6A6,COL6A1, COL4A1, COL18A1, IL33, COL1A1, COL6A3, FN1, COL1A2, IGFBP5, NEGR1, IGFBP3, FBLN1, COL3A1, HGF, SLIT2, VIM, DCN, DDR2, COL6A2, FBN1, CCN2, IL6, COL5A2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL6A2, COL3A1, COL4A1, FN1,COL6A1, COL6A6, IGFBP5, HGF, FBN1, COL18A1, COL5A1, IL6, SLIT2, COL1A1, FBLN1, DDR2, IGFBP3, VIM, DCN, COL5A2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" IL6, COL6A3, COL5A1, FBN1, NEGR1, SLIT2, IGFBP3, COL6A6, IGFBP5, COL6A2, COL4A1, FBLN1, DDR2, VIM, HGF"	"fibroblast"	"CL:0000057"	"fibroblast"	" COL6A6, IGFBP5, DCN, IGFBP3, VIM, COL5A1, COL6A3, NEGR1, FBN1, CCN2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL6A2, VIM, CCN2, COL6A6, HGF"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
590	"literature"	"Lung"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1"	"Lymphatic Endothelial"	"endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	" FLT4,MMRN1, CCL21, LYVE1, PROX1, RELN"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" RELN,MMRN1, PROX1, FLT4, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" RELN, PROX1, LYVE1, CCL21"	"lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" FLT4, RELN"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" FLT4"	"Lymphatic endothelial cells"	"CL:2000011"	"dermis lymphatic vessel endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
