"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0_broadtype"	"celltype_0_score"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"marker_1"	"celltype_1_anno"	"celltype_1_CLID"	"celltype_1_CLname"	"celltype_1_broadtype"	"celltype_1_score"
948	"tabulasapiens "	"Salivary Gland"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1"	"cd4-positive helper t cell"	"T cell"	"CD4-positive helper T cell"	"CL:0000492"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,ENSG00000299153,ENSG00000300160"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,PEBP1P1,ENSG00000235911,RPL21P30,ENSG00000304504"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,ENSG00000236226,ENSG00000289690,ENSG00000289702,ENSG00000302241,STIM2-AS1,ENSG00000308757"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,ENSG00000228257,NRAP,ENSG00000251023,ENSG00000305687,LINC01992,RN7SL353P,ENSG00000252777,OR6V1"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,ENSG00000296746,ENSG00000273595,OR2T10,ENSG00000250678,ENSG00000287886,ENSG00000310413,CLCNKB,ENSG00000279221,ENSG00000295046,OR6C1"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1
949	"tabulasapiens "	"Salivary Gland"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL"	"pericyte cell"	"Stromal cell"	"pericyte"	"CL:0000669"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,ENSG00000308097,ENSG00000285095"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,ENSG00000302532,ENSG00000219190,RNY1P9,CPA6"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,ENSG00000277311,RFKP3,ENSG00000290668,ENSG00000305446,ENSG00000308387,ENSG00000299028"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,MIR3973,ENSG00000298660,ENSG00000299320,C3orf62,SNORA48B,WDR20,ZG16B,RNU6-127P"	"Myoepithelial cells"	"CL:0000185"	"myoepithelial cell"	"muscle cell"	0	"muscle cell"	0	"muscle cell"	0	"muscle cell"	0	"epithelial cell"	0	"ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,ENSG00000299862,RNU6-471P,RPS20P24,MTCO1P59,TMSB4XP1,ENSG00000297835,ENSG00000307681,ENSG00000300228,ENSG00000249244,ZNF382"	"Myoepithelial cells"	"CL:0000185"	"myoepithelial cell"	"epithelial cell"	0
950	"tabulasapiens "	"Salivary Gland"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK"	"nk cell"	"T/NK cell"	"natural killer cell"	"CL:0000623"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK"	"NK cells"	"CL:0000825"	"pro-NK cell"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,ENSG00000287892,LINC02307"	"NK cells"	"CL:0000825"	"pro-NK cell"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,MIR4766,ENSG00000283338,ENSG00000304874,ENSG00000273569"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,OR7E87P,ENSG00000289609,IDI2,ENSG00000258168,ENSG00000289913,ENSG00000307847"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,AATK,ENSG00000251647,RNU7-155P,CKS1BP2,ENSG00000295887,ENSG00000296119,RN7SKP54,RN7SL268P"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,KRT8P42,ENSG00000255641,ENSG00000274800,DHRS11,RN7SKP162,SCRIB,RPL35AP2,TRPC6P3,ENSG00000294372,ENSG00000279144"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1
951	"tabulasapiens "	"Salivary Gland"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2"	"fibroblast"	"Stromal cell"	"fibroblast"	"CL:0000057"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,TOMM70,ENSG00000249022"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,ENSG00000299924,STARD13-AS,GOLGA6L24,ENSG00000256799"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,LSM14B,VPS28,RHOQP3,THBS1-AS1,ENSG00000300106,ENSG00000276855"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,ENSG00000267490,IFT57,ENSG00000287325,ENSG00000285899,ENSG00000287378,IGLV1-47,ENSG00000308981,ENSG00000257994"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,CASC16,IL9R,GCSH,ENSG00000300581,ENSG00000300957,DINOL,STIM1,MIR4473,ACOT7,ENSG00000310286"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	1
952	"tabulasapiens "	"Salivary Gland"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5"	"endothelial cell of lymphatic vessel"	"Endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,ENSG00000250074,LINC01703"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,SYNM,HSPA8P5,DYSF,ENSG00000280110"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,ENSG00000259476,RPL36P3,ENSG00000253214,ENSG00000300434,ENSG00000306773,ARHGEF38"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,BCKDK,ENSG00000303044,ENSG00000300056,RPL36AP23,ENSG00000239994,HINT2,ENSG00000277790,ENSG00000297985"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,ENSG00000303624,ENSG00000278943,ENSG00000269937,UNC119,LUZP1,ENSG00000289144,ENSG00000296501,TRAV33,AMD1,ASCC1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1
953	"tabulasapiens "	"Salivary Gland"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1"	"adventitial cell"	"Stromal cell"	"adventitial cell"	"CL:0002503"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,MRPS24,UVSSA"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,WDTC1,ENSG00000297304,ASB4,ENSG00000304258"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,MRPS21P9,ENSG00000300915,MEIS1,ENSG00000263311,CICP21,KDM3B"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,PHB1P1,SERPING1,ENSG00000221245,EIF3IP1,ENSG00000291091,ENSG00000295712,ERMN,MYO3A"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,IGLVI-56,ENSG00000295558,ENSG00000301757,URGCP-MRPS24,CXCR6,RNU6-256P,LINC00499,POTEF,ENSG00000286138,RPL23AP52"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	0.5
954	"tabulasapiens "	"Salivary Gland"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM"	"b cell"	"B cell"	"B cell"	"CL:0000236"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,ENSG00000228973,ENSG00000275656"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,ENSG00000225949,THUMPD3P1,ENSG00000302416,RNU6-1089P"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,ENSG00000298654,EPB41L4A,ENSG00000303168,LRP6,ENSG00000303338,SLC30A6-DT"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,ENSG00000306919,DCTN1,ENSG00000302465,ENSG00000274104,ENSG00000297587,RNU6-946P,ENSG00000290522,Y_RNA"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"proliferating cell"	0	"proliferating cell"	0	"proliferating cell"	0	"proliferating cell"	0	"proliferating cell"	0	"MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,ENSG00000309193,TCP1P1,ENSG00000290668,ISOC2,ENSG00000223402,SNX18P23,ENSG00000294100,RPL6P18,ENSG00000278740,DDX55P1"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"proliferating cell"	0
955	"tabulasapiens "	"Salivary Gland"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A"	"endothelial cell"	"Endothelial cell"	"endothelial cell"	"CL:0000115"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,GRXCR1,LGI3"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,CCDC17,ENSG00000298513,ENSG00000236364,LINC02560"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,ENSG00000286944,ENSG00000296956,IGBP1C,ENSG00000223890,ENSG00000269906,RNU6-342P"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,ENSG00000286194,ENSG00000254606,CHD1-DT,RN7SKP77,MIR6846,SEPTIN7P5,RAD1,ENSG00000288840"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,MIR5739,ENSG00000303417,LGALS3BP,CTF2P,ENSG00000302455,FRMPD4,ENSG00000261970,HTR6,ENSG00000309068,RPS7P14"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1
956	"tabulasapiens "	"Salivary Gland"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB"	"monocyte"	"Myeloid cell"	"monocyte"	"CL:0000576"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,TTTY12,CNOT2"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,PHF11,ENSG00000295206,ENSG00000230233,ENSG00000289420"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,LINC02658,TKTL2,RN7SL507P,ENSG00000300304,ENSG00000269968,EXOC1L"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,CLUAP1,ENSG00000306056,MIR3186,STON1,ENSG00000306498,TINF2,C15orf48,ENSG00000296419"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,ENSG00000296777,RACK1,ENSG00000309723,SDF2L1,ENSG00000235077,ENSG00000291008,ZMAT2,ENSG00000300305,FAM90A25P,ENSG00000299142"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	0.5
957	"tabulasapiens "	"Salivary Gland"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17"	"plasma cell"	"B cell"	"plasma cell"	"CL:0000786"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,ENSG00000231201,CCDC3"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,LINC02871,OR4M2,ENSG00000270640,RN7SKP26"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,C4orf46,SHE,ENSG00000274528,ENSG00000260112,ENSG00000276478,MTCO2P5"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,ENSG00000309809,ENSG00000223829,LRRC8E,RN7SKP167,EXOSC1,7SK,ENSG00000241251,EAF2"	"Plasma cells"	"CL:0000786"	"plasma cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,ENSG00000270890,ENSG00000307074,ENSG00000300685,ENSG00000279343,ENSG00000226994,ENSG00000282501,ENSG00000250213,QRSL1,ENSG00000293343,RAB1AP1"	"Plasma cells"	"CL:0000786"	"plasma cell"	"B cell"	1
958	"tabulasapiens "	"Salivary Gland"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7"	"duct epithelial cell"	"Epithelial cell"	"duct epithelial cell"	"CL:0000068"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,ENSG00000257732,MYBL2"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,SEPHS1P4,ENSG00000270210,TPK1,ENSG00000277879"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,ENSG00000299334,ENSG00000287587,LHX3,TMEM131L,ENSG00000299350,ENSG00000296055"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,ENSG00000305774,PCDHGC3,SEMA6C,ENSG00000301591,ENSG00000233219,RNU4-90P,ENSG00000300235,ENSG00000271410"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,KAT7,HMGN2P24,ZNF282,ENSG00000279022,SMCHD1,ENSG00000305610,SEPHS1P4,ENSG00000308828,ENSG00000308205,ENSG00000267304"	"Ductal cells"	"CL:0002079"	"pancreatic ductal cell"	"epithelial cell"	0.5
959	"tabulasapiens "	"Salivary Gland"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1"	"basal cell"	"Epithelial cell"	"basal cell"	"CL:0000646"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,ZNF555,GUSBP8"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,ENSG00000299228,ENSG00000260366,ASLP1,ENSG00000298414"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,COL2A1,RN7SL615P,ENSG00000286126,ENSG00000284726,ENSG00000260500,RPL17P37"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,LINC00635,ENSG00000296734,GTPBP8,MAGED4B,FGF20,EVA1CP6,ENSG00000270378,BNIP3P38"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,ENSG00000238440,H2AC1,CCNYL3,ENSG00000260995,MTND2P12,IRS4-AS1,ENSG00000299559,SERTAD2,MIR596,ENSG00000302040"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"epithelial cell"	1
960	"tabulasapiens "	"Salivary Gland"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8"	"cd8-positive, alpha-beta t cell"	"T/NK cell"	"CD8-positive, alpha-beta T cell"	"CL:0000625"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,ENSG00000276702,ENSG00000251257"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,ENSG00000286670,HTT,RBFA,RPL15P18"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,RPL21P47,ENSG00000307326,CEBPZ,MS4A8,ENSG00000301048,ENSG00000302342"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,ENSG00000288777,ENSG00000282875,HTR2A-AS1,ENSG00000230454,DTX3L,ENSG00000302696,ENSG00000295963,PDE12"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"T/NK cell"	1	"T/NK cell"	1	"t/nk cell"	1	"IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,ENSG00000222604,ENSG00000304420,CFAP99,SOX15,ENSG00000225279,HDAC2,H2BC2P,ENSG00000306785,ENSG00000265542,ENSG00000263990"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1
961	"tabulasapiens "	"Salivary Gland"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2"	"neutrophil"	"Myeloid cell"	"neutrophil"	"CL:0000775"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,ENSG00000300634,C2CD4B"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,ENSG00000303190,ENSG00000310358,RPL15P3,RPL23AP35"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,RPA1,ZNF891,ENSG00000277971,ENSG00000301502,UPK3BL2,ENSG00000216966"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,ENSG00000301849,ENSG00000296759,PDCL3P3,ENSG00000303885,ENSG00000300394,YRDCP3,SLC9A5,STX19"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,ENSG00000305490,Y_RNA,TRAJ25,Y_RNA,MKRN9P,TEX19,H2AL3,POLG2,ARL14EP,ENSG00000249945"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"myeloid cell"	1
